projectDescriptionID,releaseID,releaseTime,commonName,markedRun,markedLifeStage,markedFishOrigin,sourceOfFishSite,releaseSite,releaseSubSite,nReleased,testDays,appliedMarkType,appliedMarkColor,appliedMarkPosition,IncludeInAnalysis
9,621,2025-02-12T12:30:50Z,Chinook salmon,Fall,NA,Natural,Knights Landing RST,Knights Landing release site,NA,134,7,Pigment / dye,Brown,Whole body,Yes
