trap_ID_decimal,batch_date,trap_status,total_sample_minutes,total_catch,catch_imputed,discharge,discharge_scaled,efficiency_imputed,efficiency,unimputed_efficiency,passage,p.c.imputed,p.e.imputed,jday,week,month,year
Lower Feather River RST RR,2/3/2022,fishing,1515,13,FALSE,3333,0.144513338,0.008078236,0.008078236,NA,1609,0,0.008078236,34,5,2,2022
Lower Feather River RST RR,2/4/2022,fishing,1394.883333,27,FALSE,3333,0.144513338,0.010747603,0.010747603,NA,2512,0,0.010747603,35,5,2,2022
Lower Feather River RST RR,2/5/2022,fishing,1440.333333,4,FALSE,3494,0.281008536,0.011671116,0.011671116,NA,343,0,0.011671116,36,5,2,2022
Lower Feather River RST RR,2/6/2022,Not fishing,1440,19.67491186,TRUE,NA,NA,0.021610031,0.021610031,NA,910,1,0.021610031,37,5,2,2022
Lower Feather River RST RR,2/7/2022,Not fishing,1440,20.76584278,TRUE,NA,NA,0.026979098,0.026979098,NA,770,1,0.026979098,38,6,2,2022
Lower Feather River RST RR,2/8/2022,Not fishing,1469.966667,22.21316887,TRUE,3532,0.313224793,0.021889201,0.021889201,NA,1015,1,0.021889201,39,6,2,2022
Lower Feather River RST RR,2/9/2022,fishing,1440.583333,4,FALSE,3632,0.398004419,0.023554046,0.023554046,NA,170,0,0.023554046,40,6,2,2022
Lower Feather River RST RR,2/10/2022,fishing,1379.766667,6,FALSE,3747,0.495500989,0.024481349,0.024481349,NA,245,0,0.024481349,41,6,2,2022
Lower Feather River RST RR,2/11/2022,fishing,1469.366667,3,FALSE,3914,0.637082964,0.023597184,0.023597184,NA,127,0,0.023597184,42,6,2,2022
Lower Feather River RST RR,2/12/2022,fishing,1410.666667,17,FALSE,3927,0.648104315,0.026553745,0.026553745,NA,640,0,0.026553745,43,6,2,2022
Lower Feather River RST RR,2/13/2022,fishing,1469.933333,40,FALSE,3927,0.648104315,0.029812915,0.029812915,NA,1342,0,0.029812915,44,6,2,2022
Lower Feather River RST RR,2/14/2022,fishing,1410.133333,48,FALSE,3901,0.626061612,0.033894583,0.033894583,NA,1416,0,0.033894583,45,7,2,2022
Lower Feather River RST RR,2/15/2022,fishing,1469.733333,15,FALSE,3862,0.592997558,0.03847715,0.03847715,NA,390,0,0.03847715,46,7,2,2022
Lower Feather River RST RR,2/16/2022,fishing,1455.1,14,FALSE,3875,0.60401891,0.040633542,0.040633542,NA,345,0,0.040633542,47,7,2,2022
Lower Feather River RST RR,2/17/2022,fishing,1395.066667,53,FALSE,3875,0.60401891,0.042906231,0.042906231,NA,1235,0,0.042906231,48,7,2,2022
Lower Feather River RST RR,2/18/2022,fishing,1469.75,70,FALSE,3850,0.582824003,0.045919594,0.045919594,NA,1524,0,0.045919594,49,7,2,2022
Lower Feather River RST RR,2/19/2022,fishing,1409.633333,1,FALSE,3837,0.571802652,0.047861236,0.047861236,NA,21,0,0.047861236,50,7,2,2022
Lower Feather River RST RR,2/20/2022,fishing,1470.283333,56,FALSE,3837,0.571802652,0.04855978,0.04855978,NA,1153,0,0.04855978,51,7,2,2022
Lower Feather River RST RR,2/21/2022,fishing,1424.766667,49,FALSE,3850,0.582824003,0.047985008,0.047985008,NA,1021,0,0.047985008,52,8,2,2022
Lower Feather River RST RR,2/22/2022,fishing,1425.366667,18,FALSE,3979,0.69218972,0.041280496,0.041280496,NA,436,0,0.041280496,53,8,2,2022
Lower Feather River RST RR,2/23/2022,fishing,1425.316667,22,FALSE,4217,0.893965229,0.031091563,0.031091563,NA,708,0,0.031091563,54,8,2,2022
Lower Feather River RST RR,2/24/2022,fishing,1485.083333,5,FALSE,4665,1.273777953,0.018257521,0.018257521,NA,274,0,0.018257521,55,8,2,2022
Lower Feather River RST RR,2/25/2022,fishing,1394.483333,12,FALSE,4790,1.379752485,0.015189096,0.014842301,0.014842301,808,0,0.015189096,56,8,2,2022
Lower Feather River RST RR,2/26/2022,fishing,1455.016667,53,FALSE,5243,1.763804189,0.008625131,0.008625131,NA,6145,0,0.008625131,57,8,2,2022
Lower Feather River RST RR,3/1/2022,fishing,1485.35,17,FALSE,5446,1.935906829,0.005498059,0.005498059,NA,3092,0,0.005498059,60,9,3,2022
Lower Feather River RST RR,3/2/2022,fishing,1424.583333,21,FALSE,5475,1.960492921,0.004857755,0.004857755,NA,4323,0,0.004857755,61,9,3,2022
Lower Feather River RST RR,3/3/2022,fishing,1470.35,16,FALSE,5446,1.935906829,0.004548496,0.004548496,NA,3518,0,0.004548496,62,9,3,2022
Lower Feather River RST RR,3/4/2022,fishing,1365.083333,10,FALSE,5446,1.935906829,0.004090066,0.004090066,NA,2445,0,0.004090066,63,9,3,2022
Lower Feather River RST RR,3/5/2022,fishing,1454.55,11,FALSE,5651,2.109705062,0.002891364,0.002891364,NA,3804,0,0.002891364,64,9,3,2022
Lower Feather River RST RR,3/6/2022,fishing,1440.383333,13,FALSE,5711,2.160572837,0.002395306,0.002395306,NA,5427,0,0.002395306,65,9,3,2022
Lower Feather River RST RR,3/7/2022,fishing,1454.716667,4,FALSE,5695,2.147008097,0.002151068,0.002151068,NA,1860,0,0.002151068,66,10,3,2022
Lower Feather River RST RR,3/8/2022,fishing,1440.3,8,FALSE,5725,2.172441985,0.001822906,0.001822906,NA,4389,0,0.001822906,67,10,3,2022
Lower Feather River RST RR,3/9/2022,fishing,1455.133333,9,FALSE,5740,2.185158929,0.001563608,0.001563608,NA,5756,0,0.001563608,68,10,3,2022
Lower Feather River RST RR,3/10/2022,fishing,1424.516667,8,FALSE,5905,2.325045311,0.001124961,0.001124961,NA,7111,0,0.001124961,69,10,3,2022
Lower Feather River RST RR,3/11/2022,fishing,1425.666667,32,FALSE,5980,2.38863003,0.000893325,0.000893325,NA,35821,0,0.000893325,70,10,3,2022
Lower Feather River RST RR,3/12/2022,fishing,1454.183333,26,FALSE,5995,2.401346974,0.000757026,0.000757026,NA,34345,0,0.000757026,71,10,3,2022
Lower Feather River RST RR,3/13/2022,fishing,1410,9,FALSE,5143,1.679024563,0.001721588,0.001721588,NA,5228,0,0.001721588,72,10,3,2022
Lower Feather River RST RR,3/14/2022,fishing,1410.4,4,FALSE,4164,0.849032028,0.004536441,0.004536441,NA,882,0,0.004536441,73,11,3,2022
Lower Feather River RST RR,3/15/2022,fishing,1469.9,12,FALSE,3407,0.207250261,0.009179299,0.009179299,NA,1307,0,0.009179299,74,11,3,2022
Lower Feather River RST RR,3/16/2022,fishing,1409.7,32,FALSE,3187,0.020735085,0.010074469,0.010074469,NA,3176,0,0.010074469,75,11,3,2022
Lower Feather River RST RR,3/17/2022,fishing,1470.6,43,FALSE,3163,0.000387975,0.008846716,0.008846716,NA,4861,0,0.008846716,76,11,3,2022
Lower Feather River RST RR,3/18/2022,fishing,1395.066667,22,FALSE,3151,-0.009785581,0.007658065,0.007658065,NA,2873,0,0.007658065,77,11,3,2022
Lower Feather River RST RR,3/19/2022,fishing,1439.8,21,FALSE,3115,-0.040306246,0.006810682,0.006810682,NA,3083,0,0.006810682,78,11,3,2022
Lower Feather River RST RR,3/20/2022,fishing,1440.366667,39,FALSE,3091,-0.060653356,0.00597694,0.00597694,NA,6525,0,0.00597694,79,11,3,2022
Lower Feather River RST RR,3/21/2022,fishing,1439.466667,28,FALSE,3079,-0.070826911,0.005178317,0.005178317,NA,5407,0,0.005178317,80,12,3,2022
Lower Feather River RST RR,3/22/2022,fishing,1484.666667,32,FALSE,3020,-0.12084689,0.00473902,0.00473902,NA,6752,0,0.00473902,81,12,3,2022
Lower Feather River RST RR,3/23/2022,fishing,1440.266667,16,FALSE,3020,-0.12084689,0.004062743,0.004062743,NA,3938,0,0.004062743,82,12,3,2022
Lower Feather River RST RR,3/24/2022,fishing,1440.533333,13,FALSE,3008,-0.131020445,0.003538994,0.003538994,NA,3673,0,0.003538994,83,12,3,2022
Lower Feather River RST RR,3/25/2022,fishing,1409.316667,2,FALSE,3008,-0.131020445,0.003049431,0.003049431,NA,656,0,0.003049431,84,12,3,2022
Lower Feather River RST RR,3/26/2022,fishing,1425.2,7,FALSE,3223,0.05125575,0.002062922,0.002062922,NA,3393,0,0.002062922,85,12,3,2022
Lower Feather River RST RR,3/27/2022,fishing,1440.6,6,FALSE,3772,0.516695895,0.000956385,0.000956385,NA,6274,0,0.000956385,86,12,3,2022
Lower Feather River RST RR,3/28/2022,fishing,1439.05,7,FALSE,3862,0.592997558,0.000751966,0.000751966,NA,9309,0,0.000751966,87,13,3,2022
Lower Feather River RST RR,3/29/2022,fishing,1515.916667,16,FALSE,3862,0.592997558,0.000658435,0.000658435,NA,24300,0,0.000658435,88,13,3,2022
Lower Feather River RST RR,3/30/2022,fishing,1379.116667,1,FALSE,3875,0.60401891,0.000571074,0.000571074,NA,1751,0,0.000571074,89,13,3,2022
Lower Feather River RST RR,3/31/2022,fishing,1440.783333,192,FALSE,3826,0.562476893,0.000534776,0.000534776,NA,359029,0,0.000534776,90,13,3,2022
Lower Feather River RST RR,4/1/2022,fishing,1439.6,30,FALSE,3824,0.5607813,0.00047761,0.00047761,NA,62813,0,0.00047761,91,13,4,2022
Lower Feather River RST RR,4/2/2022,fishing,1455.1,12,FALSE,3862,0.592997558,0.000410282,0.000410282,NA,29248,0,0.000410282,92,13,4,2022
Lower Feather River RST RR,4/3/2022,fishing,1424.616667,13,FALSE,3494,0.281008536,0.000564638,0.000564638,NA,23024,0,0.000564638,93,13,4,2022
Lower Feather River RST RR,4/4/2022,fishing,1440.233333,6,FALSE,3103,-0.050479801,0.000803961,0.000803961,NA,7463,0,0.000803961,94,14,4,2022
Lower Feather River RST RR,4/5/2022,fishing,1590.483333,23,FALSE,2902,-0.220886849,0.000928993,0.000928993,NA,24758,0,0.000928993,95,14,4,2022
Lower Feather River RST RR,4/6/2022,fishing,1349.933333,9,FALSE,2774,-0.329404769,0.000996296,0.000996296,NA,9033,0,0.000996296,96,14,4,2022
Lower Feather River RST RR,4/7/2022,fishing,1439.833333,0,FALSE,2626,-0.454878615,0.001103348,0.003773585,0.003773585,0,0,0.001103348,97,14,4,2022
Lower Feather River RST RR,4/8/2022,fishing,1379.833333,10,FALSE,2492,-0.568483314,0.00121432,0.00121432,NA,8235,0,0.00121432,98,14,4,2022
Lower Feather River RST RR,4/9/2022,fishing,1469.716667,6,FALSE,2306,-0.726173418,0.00143279,0.00143279,NA,4188,0,0.00143279,99,14,4,2022
Lower Feather River RST RR,4/10/2022,fishing,1425.1,6,FALSE,2126,-0.878776744,0.001696386,0.001696386,NA,3537,0,0.001696386,100,14,4,2022
Lower Feather River RST RR,4/11/2022,fishing,1485.366667,2,FALSE,2001,-0.984751276,0.001905183,0.001905183,NA,1050,0,0.001905183,101,15,4,2022
Lower Feather River RST RR,4/12/2022,fishing,1469.616667,5,FALSE,1849,-1.113616307,0.00222802,0.00222802,NA,2244,0,0.00222802,102,15,4,2022
Lower Feather River RST RR,4/13/2022,fishing,1410.316667,9,FALSE,1839,-1.12209427,0.002236655,0.001897533,0.001897533,4743,0,0.002236655,103,15,4,2022
Lower Feather River RST RR,4/14/2022,fishing,1439.983333,1,FALSE,1800,-1.155158324,0.002341878,0.002341878,NA,427,0,0.002341878,104,15,4,2022
Lower Feather River RST RR,4/15/2022,fishing,1410.366667,0,FALSE,1731,-1.213656265,0.002559539,0.002559539,NA,0,0,0.002559539,105,15,4,2022
Lower Feather River RST RR,4/16/2022,fishing,1409.916667,5,FALSE,1692,-1.246720319,0.002726007,0.002726007,NA,1834,0,0.002726007,106,15,4,2022
Lower Feather River RST RR,4/17/2022,fishing,1469.95,0,FALSE,1692,-1.246720319,0.00279941,0.00279941,NA,0,0,0.00279941,107,15,4,2022
Lower Feather River RST RR,4/18/2022,fishing,1440.016667,2,FALSE,1616,-1.311152835,0.003159185,0.003159185,NA,633,0,0.003159185,108,16,4,2022
Lower Feather River RST RR,4/19/2022,fishing,1439.4,0,FALSE,1587,-1.335738926,0.003404155,0.003404155,NA,0,0,0.003404155,109,16,4,2022
Lower Feather River RST RR,4/20/2022,fishing,1440.733333,0,FALSE,1625,-1.303522669,0.003422508,0.003422508,NA,0,0,0.003422508,110,16,4,2022
Lower Feather River RST RR,4/21/2022,fishing,1454.583333,0,FALSE,1587,-1.335738926,0.003777444,0.003777444,0,0,0,0.003777444,111,16,4,2022
Lower Feather River RST RR,4/22/2022,fishing,1454.833333,0,FALSE,1810,-1.146680361,0.003116601,0.003116601,NA,0,0,0.003116601,112,16,4,2022
Lower Feather River RST RR,4/23/2022,fishing,1395.583333,0,FALSE,2189,-0.82536558,0.002165069,0.002165069,NA,0,0,0.002165069,113,16,4,2022
Lower Feather River RST RR,4/24/2022,fishing,1470.016667,1,FALSE,1960,-1.019510923,0.003026019,0.003026019,NA,330,0,0.003026019,114,16,4,2022
Lower Feather River RST RR,4/25/2022,fishing,1439.816667,2,FALSE,1741,-1.205178303,0.004202663,0.004202663,NA,476,0,0.004202663,115,17,4,2022
Lower Feather River RST RR,4/26/2022,fishing,1469.566667,1,FALSE,1712,-1.229764394,0.004724251,0.004724251,NA,212,0,0.004724251,116,17,4,2022
Lower Feather River RST RR,4/27/2022,fishing,1454.733333,1,FALSE,1606,-1.319630798,0.005823629,0.005823629,NA,172,0,0.005823629,117,17,4,2022
Lower Feather River RST RR,4/28/2022,fishing,1440.5,0,FALSE,1635,-1.295044706,0.006184028,0.002,0.002,0,0,0.006184028,118,17,4,2022
Lower Feather River RST RR,4/29/2022,fishing,1410.15,2,FALSE,1587,-1.335738926,0.007195872,0.007195872,NA,278,0,0.007195872,119,17,4,2022
Lower Feather River RST RR,4/30/2022,fishing,1409.416667,3,FALSE,1606,-1.319630798,0.007788474,0.007788474,NA,385,0,0.007788474,120,17,4,2022
Lower Feather River RST RR,5/1/2022,fishing,1440.4,2,FALSE,1578,-1.343369093,0.008921167,0.008921167,NA,224,0,0.008921167,121,17,5,2022
Lower Feather River RST RR,5/2/2022,fishing,1440.183333,2,FALSE,1582.5,-1.33955401,0.009878395,0.009878395,NA,202,0,0.009878395,122,18,5,2022
Lower Feather River RST RR,5/3/2022,fishing,1315.233333,2,FALSE,1597,-1.327260964,0.010844147,0.018,0.018,111,0,0.010844147,123,18,5,2022
Lower Feather River RST RR,5/4/2022,Not fishing,1440,2.570489077,TRUE,1606,-1.319630798,0.012006588,0.012006588,NA,214,1,0.012006588,124,18,5,2022
Lower Feather River RST RR,5/4/2022,Not fishing,120.35,0.215615504,TRUE,1606,-1.319630798,0.012006588,0.012006588,NA,18,1,0.012006588,124,18,5,2022
Lower Feather River RST RR,5/5/2022,fishing,1349.983333,5,FALSE,1578,-1.343369093,0.013887603,0.013887603,NA,360,0,0.013887603,125,18,5,2022
Lower Feather River RST RR,5/6/2022,fishing,1439.466667,0,FALSE,1692,-1.246720319,0.013709359,0.013709359,NA,0,0,0.013709359,126,18,5,2022
Lower Feather River RST RR,5/7/2022,fishing,1410.4,3,FALSE,1859,-1.105138345,0.012766423,0.012766423,NA,235,0,0.012766423,127,18,5,2022
Lower Feather River RST RR,5/8/2022,fishing,1470.15,1,FALSE,1899,-1.071226494,0.013735385,0.013735385,NA,73,0,0.013735385,128,18,5,2022
Lower Feather River RST RR,5/9/2022,fishing,1395.166667,5,FALSE,2503,-0.559157555,0.007815264,0.007815264,NA,640,0,0.007815264,129,19,5,2022
Lower Feather River RST RR,5/10/2022,fishing,1484.35,1,FALSE,2768.5,-0.334067649,0.006520909,0.006520909,NA,153,0,0.006520909,130,19,5,2022
Lower Feather River RST RR,5/11/2022,fishing,1329.883333,3,FALSE,2763,-0.338730528,0.007402118,0.004,0.004,750,0,0.007402118,131,19,5,2022
Lower Feather River RST RR,5/12/2022,fishing,1485.033333,29,FALSE,2797,-0.309905455,0.008032089,0.008032089,NA,3611,0,0.008032089,132,19,5,2022
Lower Feather River RST RR,5/13/2022,fishing,1410.033333,29,FALSE,2809,-0.2997319,0.008930848,0.008930848,NA,3247,0,0.008930848,133,19,5,2022
Lower Feather River RST RR,5/14/2022,fishing,1440.683333,31,FALSE,2809,-0.2997319,0.010056764,0.010056764,NA,3083,0,0.010056764,134,19,5,2022
Lower Feather River RST RR,5/15/2022,fishing,1424.616667,21,FALSE,2786,-0.319231214,0.011607988,0.011607988,NA,1809,0,0.011607988,135,19,5,2022
Lower Feather River RST RR,5/16/2022,fishing,1409.6,8,FALSE,2832,-0.280232587,0.012373592,0.012373592,NA,647,0,0.012373592,136,20,5,2022
Lower Feather River RST RR,5/17/2022,fishing,1455.383333,18,FALSE,2740,-0.358229842,0.015380987,0.015380987,NA,1170,0,0.015380987,137,20,5,2022
Lower Feather River RST RR,5/18/2022,fishing,1424.95,8,FALSE,2786,-0.319231214,0.0163278,0.0163278,NA,490,0,0.0163278,138,20,5,2022
Lower Feather River RST RR,5/19/2022,fishing,1484.666667,13,FALSE,2797,-0.309905455,0.01798313,0.01798313,NA,723,0,0.01798313,139,20,5,2022
Lower Feather River RST RR,5/20/2022,fishing,1440.216667,4,FALSE,2786,-0.319231214,0.020241574,0.020241574,NA,198,0,0.020241574,140,20,5,2022
Lower Feather River RST RR,5/21/2022,fishing,1345.65,6,FALSE,2797,-0.309905455,0.022156075,0.03,0.03,200,0,0.022156075,141,20,5,2022
Lower Feather River RST RR,5/22/2022,fishing,1439.583333,0,FALSE,2832,-0.280232587,0.023526903,0.023526903,NA,0,0,0.023526903,142,20,5,2022
Lower Feather River RST RR,5/23/2022,fishing,1409.683333,2,FALSE,3127,-0.030132691,0.018607338,0.018607338,NA,107,0,0.018607338,143,21,5,2022
Lower Feather River RST RR,5/24/2022,fishing,1470.65,4,FALSE,3199,0.03090864,0.01881369,0.01881369,NA,213,0,0.01881369,144,21,5,2022
Lower Feather River RST RR,5/25/2022,fishing,1454.733333,3,FALSE,3223,0.05125575,0.019986716,0.019986716,NA,150,0,0.019986716,145,21,5,2022
Lower Feather River RST RR,5/26/2022,Not fishing,1440,0.948373704,TRUE,NA,NA,0.023225064,0.023225064,NA,41,1,0.023225064,146,21,5,2022
Lower Feather River RST RR,5/27/2022,Not fishing,1425.4,0.347736117,TRUE,3151,-0.009785581,0.025417422,0.025417422,NA,14,1,0.025417422,147,21,5,2022
Lower Feather River RST RR,5/28/2022,fishing,1394.8,0,FALSE,3079,-0.070826911,0.029585823,0.029585823,NA,0,0,0.029585823,148,21,5,2022
Lower Feather River RST RR,5/29/2022,fishing,1514.5,0,FALSE,3079,-0.070826911,0.031604027,0.031604027,NA,0,0,0.031604027,149,21,5,2022
Lower Feather River RST RR,5/30/2022,fishing,1380.65,1,FALSE,3272,0.092797767,0.02709246,0.02709246,NA,37,0,0.02709246,150,22,5,2022
Lower Feather River RST RR,5/31/2022,fishing,1360.583333,0,FALSE,3395,0.197076706,0.024938442,0.012,0.012,0,0,0.024938442,151,22,5,2022
Lower Feather River RST RR,6/1/2022,fishing,1424.733333,1,FALSE,3370,0.1758818,0.026891775,0.026891775,NA,37,0,0.026891775,152,22,6,2022
Lower Feather River RST RR,6/2/2022,fishing,1394.833333,0,FALSE,3370,0.1758818,0.028006466,0.028006466,NA,0,0,0.028006466,153,22,6,2022
Lower Feather River RST RR,6/3/2022,fishing,1485.516667,0,FALSE,3407,0.207250261,0.027791075,0.027791075,NA,0,0,0.027791075,154,22,6,2022
Lower Feather River RST RR,6/4/2022,fishing,1469.4,0,FALSE,3407,0.207250261,0.028519783,0.028519783,NA,0,0,0.028519783,155,22,6,2022
Lower Feather River RST RR,6/5/2022,fishing,1410.7,0,FALSE,3501,0.286943109,0.026157309,0.026157309,NA,0,0,0.026157309,156,22,6,2022
Lower Feather River RST RR,6/6/2022,fishing,1315.133333,1,FALSE,3862,0.592997558,0.017641946,0.026,0.026,38,0,0.017641946,157,23,6,2022
Lower Feather River RST RR,6/7/2022,fishing,1425.266667,0,FALSE,3850,0.582824003,0.01790721,0.01790721,NA,0,0,0.01790721,158,23,6,2022
Lower Feather River RST RR,6/8/2022,fishing,1485.1,0,FALSE,3837,0.571802652,0.018035929,0.018035929,NA,0,0,0.018035929,159,23,6,2022
Lower Feather River RST RR,6/9/2022,fishing,1394.383333,0,FALSE,3862,0.592997558,0.017247077,0.017247077,NA,0,0,0.017247077,160,23,6,2022
Lower Feather River RST RR,6/13/2022,Not fishing,1374.916667,2.20192426007716e-26,TRUE,3824,0.5607813,0.015256956,0.014,0.014,0,1,0.015256956,164,24,6,2022
Lower Feather River RST RR,6/14/2022,fishing,1410.25,0,FALSE,3785,0.527717246,0.01304636,0.01304636,NA,0,0,0.01304636,165,24,6,2022
Lower Feather River RST RR,6/15/2022,fishing,1470.116667,0,FALSE,3772,0.516695895,0.01304636,0.01304636,NA,0,0,0.01304636,166,24,6,2022
Lower Feather River RST RR,6/16/2022,fishing,1484.633333,0,FALSE,3772,0.516695895,0.01304636,0.01304636,NA,0,0,0.01304636,167,24,6,2022
Lower Feather River RST RR,6/17/2022,fishing,1365.75,0,FALSE,2694,-0.39722847,0.01304636,0.01304636,NA,0,0,0.01304636,168,24,6,2022
Lower Feather River RST RR,6/18/2022,fishing,1454.966667,0,FALSE,2706,-0.387054915,0.01304636,0.01304636,NA,0,0,0.01304636,169,24,6,2022
Lower Feather River RST RR,6/19/2022,fishing,1484.65,0,FALSE,2694,-0.39722847,0.01304636,0.01304636,NA,0,0,0.01304636,170,24,6,2022
Lower Feather River RST RR,6/20/2022,fishing,2085.283333,0,FALSE,2717,-0.377729156,0.01304636,0.01304636,NA,0,0,0.01304636,171,25,6,2022
Lower Feather River RST RR,6/21/2022,fishing,765.2,0,FALSE,2694,-0.39722847,0.01304636,0.01304636,NA,0,0,0.01304636,172,25,6,2022
Lower Feather River RST RR,6/22/2022,fishing,1409.566667,0,FALSE,NA,NA,NA,NA,NA,NA,0,NA,173,25,6,2022
