trap_ID_decimal,batch_date,trap_status,total_sample_minutes,total_catch,catch_imputed,efficiency_imputed,efficiency,unimputed_efficiency,passage,p.c.imputed,p.e.imputed,jday,week,month,year
Lower Feather River RST RR,4/1/2022,fishing,1439.6,30,FALSE,0.002757705,0.002757705,NA,10879,0,0.002757705,91,13,4,2022
Lower Feather River RST RR,4/2/2022,fishing,1455.1,12,FALSE,0.002680825,0.002680825,NA,4476,0,0.002680825,92,13,4,2022
Lower Feather River RST RR,4/3/2022,fishing,1424.616667,13,FALSE,0.002615698,0.002615698,NA,4970,0,0.002615698,93,13,4,2022
Lower Feather River RST RR,4/4/2022,fishing,1440.233333,6,FALSE,0.002562101,0.002562101,NA,2342,0,0.002562101,94,14,4,2022
Lower Feather River RST RR,4/5/2022,fishing,1590.483333,23,FALSE,0.002519911,0.002519911,NA,9127,0,0.002519911,95,14,4,2022
Lower Feather River RST RR,4/6/2022,fishing,1349.933333,9,FALSE,0.002489117,0.002489117,NA,3616,0,0.002489117,96,14,4,2022
Lower Feather River RST RR,4/7/2022,fishing,1439.833333,0,FALSE,0.002469833,0.003773585,0.003773585,0,0,0.002469833,97,14,4,2022
Lower Feather River RST RR,4/8/2022,fishing,1379.833333,10,FALSE,0.002462309,0.002462309,NA,4061,0,0.002462309,98,14,4,2022
Lower Feather River RST RR,4/9/2022,fishing,1469.716667,6,FALSE,0.002466934,0.002466934,NA,2432,0,0.002466934,99,14,4,2022
Lower Feather River RST RR,4/10/2022,fishing,1425.1,6,FALSE,0.00248379,0.00248379,NA,2416,0,0.00248379,100,14,4,2022
Lower Feather River RST RR,4/11/2022,fishing,1485.366667,2,FALSE,0.002512654,0.002512654,NA,796,0,0.002512654,101,15,4,2022
Lower Feather River RST RR,4/12/2022,fishing,1469.616667,5,FALSE,0.002553437,0.002553437,NA,1958,0,0.002553437,102,15,4,2022
Lower Feather River RST RR,4/13/2022,fishing,1410.316667,9,FALSE,0.002606193,0.001897533,0.001897533,4743,0,0.002606193,103,15,4,2022
Lower Feather River RST RR,4/14/2022,fishing,1439.983333,1,FALSE,0.002671105,0.002671105,NA,374,0,0.002671105,104,15,4,2022
Lower Feather River RST RR,4/15/2022,fishing,1410.366667,0,FALSE,0.002748479,0.002748479,NA,0,0,0.002748479,105,15,4,2022
Lower Feather River RST RR,4/16/2022,fishing,1409.916667,5,FALSE,0.002838737,0.002838737,NA,1761,0,0.002838737,106,15,4,2022
Lower Feather River RST RR,4/17/2022,fishing,1469.95,0,FALSE,0.002942409,0.002942409,NA,0,0,0.002942409,107,15,4,2022
Lower Feather River RST RR,4/18/2022,fishing,1440.016667,2,FALSE,0.003060132,0.003060132,NA,654,0,0.003060132,108,16,4,2022
Lower Feather River RST RR,4/19/2022,fishing,1439.4,0,FALSE,0.003192642,0.003192642,NA,0,0,0.003192642,109,16,4,2022
Lower Feather River RST RR,4/20/2022,fishing,1440.733333,0,FALSE,0.003340775,0.003340775,NA,0,0,0.003340775,110,16,4,2022
Lower Feather River RST RR,4/21/2022,fishing,1454.583333,0,FALSE,0.00350546,0.00350546,0,0,0,0.00350546,111,16,4,2022
Lower Feather River RST RR,4/22/2022,fishing,1454.833333,0,FALSE,0.003687714,0.003687714,NA,0,0,0.003687714,112,16,4,2022
Lower Feather River RST RR,4/23/2022,fishing,1395.583333,0,FALSE,0.00388864,0.00388864,NA,0,0,0.00388864,113,16,4,2022
Lower Feather River RST RR,4/24/2022,fishing,1470.016667,1,FALSE,0.004109417,0.004109417,NA,243,0,0.004109417,114,16,4,2022
Lower Feather River RST RR,4/25/2022,fishing,1439.816667,2,FALSE,0.004351293,0.004351293,NA,460,0,0.004351293,115,17,4,2022
Lower Feather River RST RR,4/26/2022,fishing,1469.566667,1,FALSE,0.004615575,0.004615575,NA,217,0,0.004615575,116,17,4,2022
Lower Feather River RST RR,4/27/2022,fishing,1454.733333,1,FALSE,0.004903613,0.004903613,NA,204,0,0.004903613,117,17,4,2022
Lower Feather River RST RR,4/28/2022,fishing,1440.5,0,FALSE,0.005216788,0.002,0.002,0,0,0.005216788,118,17,4,2022
Lower Feather River RST RR,4/29/2022,fishing,1410.15,2,FALSE,0.005556487,0.005556487,NA,360,0,0.005556487,119,17,4,2022
Lower Feather River RST RR,4/30/2022,fishing,1409.416667,3,FALSE,0.005924085,0.005924085,NA,506,0,0.005924085,120,17,4,2022
Lower Feather River RST RR,5/1/2022,fishing,1440.4,2,FALSE,0.00632091,0.00632091,NA,316,0,0.00632091,121,17,5,2022
Lower Feather River RST RR,5/2/2022,fishing,1440.183333,2,FALSE,0.006748218,0.006748218,NA,296,0,0.006748218,122,18,5,2022
Lower Feather River RST RR,5/3/2022,fishing,1315.233333,2,FALSE,0.007207147,0.018,0.018,111,0,0.007207147,123,18,5,2022
Lower Feather River RST RR,5/4/2022,Not fishing,1440,2.570489077,TRUE,0.00769868,0.00769868,NA,334,1,0.00769868,124,18,5,2022
Lower Feather River RST RR,5/4/2022,Not fishing,120.35,0.215615504,TRUE,0.00769868,0.00769868,NA,28,1,0.00769868,124,18,5,2022
Lower Feather River RST RR,5/5/2022,fishing,1349.983333,5,FALSE,0.008223593,0.008223593,NA,608,0,0.008223593,125,18,5,2022
Lower Feather River RST RR,5/6/2022,fishing,1439.466667,0,FALSE,0.008782404,0.008782404,NA,0,0,0.008782404,126,18,5,2022
Lower Feather River RST RR,5/7/2022,fishing,1410.4,3,FALSE,0.009375314,0.009375314,NA,320,0,0.009375314,127,18,5,2022
Lower Feather River RST RR,5/8/2022,fishing,1470.15,1,FALSE,0.010002142,0.010002142,NA,100,0,0.010002142,128,18,5,2022
Lower Feather River RST RR,5/9/2022,fishing,1395.166667,5,FALSE,0.010662267,0.010662267,NA,469,0,0.010662267,129,19,5,2022
Lower Feather River RST RR,5/10/2022,fishing,1484.35,1,FALSE,0.011354555,0.011354555,NA,88,0,0.011354555,130,19,5,2022
Lower Feather River RST RR,5/11/2022,fishing,1329.883333,3,FALSE,0.012077295,0.004,0.004,750,0,0.012077295,131,19,5,2022
Lower Feather River RST RR,5/12/2022,fishing,1485.033333,29,FALSE,0.012828133,0.012828133,NA,2261,0,0.012828133,132,19,5,2022
Lower Feather River RST RR,5/13/2022,fishing,1410.033333,29,FALSE,0.013604011,0.013604011,NA,2132,0,0.013604011,133,19,5,2022
Lower Feather River RST RR,5/14/2022,fishing,1440.683333,31,FALSE,0.014401116,0.014401116,NA,2153,0,0.014401116,134,19,5,2022
Lower Feather River RST RR,5/15/2022,fishing,1424.616667,21,FALSE,0.015214834,0.015214834,NA,1380,0,0.015214834,135,19,5,2022
Lower Feather River RST RR,5/16/2022,fishing,1409.6,8,FALSE,0.016039721,0.016039721,NA,499,0,0.016039721,136,20,5,2022
Lower Feather River RST RR,5/17/2022,fishing,1455.383333,18,FALSE,0.016869488,0.016869488,NA,1067,0,0.016869488,137,20,5,2022
Lower Feather River RST RR,5/18/2022,fishing,1424.95,8,FALSE,0.017697008,0.017697008,NA,452,0,0.017697008,138,20,5,2022
Lower Feather River RST RR,5/19/2022,fishing,1484.666667,13,FALSE,0.018514349,0.018514349,NA,702,0,0.018514349,139,20,5,2022
Lower Feather River RST RR,5/20/2022,fishing,1440.216667,4,FALSE,0.019312822,0.019312822,NA,207,0,0.019312822,140,20,5,2022
Lower Feather River RST RR,5/21/2022,fishing,1345.65,6,FALSE,0.020083072,0.03,0.03,200,0,0.020083072,141,20,5,2022
Lower Feather River RST RR,5/22/2022,fishing,1439.583333,0,FALSE,0.020815187,0.020815187,NA,0,0,0.020815187,142,20,5,2022
Lower Feather River RST RR,5/23/2022,fishing,1409.683333,2,FALSE,0.021498845,0.021498845,NA,93,0,0.021498845,143,21,5,2022
Lower Feather River RST RR,5/24/2022,fishing,1470.65,4,FALSE,0.022123483,0.022123483,NA,181,0,0.022123483,144,21,5,2022
Lower Feather River RST RR,5/25/2022,fishing,1454.733333,3,FALSE,0.022678506,0.022678506,NA,132,0,0.022678506,145,21,5,2022
Lower Feather River RST RR,5/26/2022,Not fishing,1440,0.948373704,TRUE,0.023153512,0.023153512,NA,41,1,0.023153512,146,21,5,2022
Lower Feather River RST RR,5/27/2022,Not fishing,1425.4,0.347736117,TRUE,0.023538539,0.023538539,NA,15,1,0.023538539,147,21,5,2022
Lower Feather River RST RR,5/28/2022,fishing,1394.8,0,FALSE,0.023824331,0.023824331,NA,0,0,0.023824331,148,21,5,2022
Lower Feather River RST RR,5/29/2022,fishing,1514.5,0,FALSE,0.024002611,0.024002611,NA,0,0,0.024002611,149,21,5,2022
Lower Feather River RST RR,5/30/2022,fishing,1380.65,1,FALSE,0.024066347,0.024066347,NA,42,0,0.024066347,150,22,5,2022
Lower Feather River RST RR,5/31/2022,fishing,1360.583333,0,FALSE,0.024010019,0.012,0.012,0,0,0.024010019,151,22,5,2022
Lower Feather River RST RR,6/1/2022,fishing,1424.733333,1,FALSE,0.023829852,0.023829852,NA,42,0,0.023829852,152,22,6,2022
Lower Feather River RST RR,6/2/2022,fishing,1394.833333,0,FALSE,0.023524031,0.023524031,NA,0,0,0.023524031,153,22,6,2022
Lower Feather River RST RR,6/3/2022,fishing,1485.516667,0,FALSE,0.023092859,0.023092859,NA,0,0,0.023092859,154,22,6,2022
Lower Feather River RST RR,6/4/2022,fishing,1469.4,0,FALSE,0.022538878,0.022538878,NA,0,0,0.022538878,155,22,6,2022
Lower Feather River RST RR,6/5/2022,fishing,1410.7,0,FALSE,0.021866913,0.021866913,NA,0,0,0.021866913,156,22,6,2022
Lower Feather River RST RR,6/6/2022,fishing,1315.133333,1,FALSE,0.02108406,0.026,0.026,38,0,0.02108406,157,23,6,2022
Lower Feather River RST RR,6/7/2022,fishing,1425.266667,0,FALSE,0.020199591,0.020199591,NA,0,0,0.020199591,158,23,6,2022
Lower Feather River RST RR,6/8/2022,fishing,1485.1,0,FALSE,0.019224791,0.019224791,NA,0,0,0.019224791,159,23,6,2022
Lower Feather River RST RR,6/9/2022,fishing,1394.383333,0,FALSE,0.018172711,0.018172711,NA,0,0,0.018172711,160,23,6,2022
Lower Feather River RST RR,6/13/2022,Not fishing,1374.916667,2.20192426007716e-26,TRUE,0.013495562,0.014,0.014,0,1,0.013495562,164,24,6,2022
Lower Feather River RST RR,6/14/2022,fishing,1410.25,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,165,24,6,2022
Lower Feather River RST RR,6/15/2022,fishing,1470.116667,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,166,24,6,2022
Lower Feather River RST RR,6/16/2022,fishing,1484.633333,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,167,24,6,2022
Lower Feather River RST RR,6/17/2022,fishing,1365.75,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,168,24,6,2022
Lower Feather River RST RR,6/18/2022,fishing,1454.966667,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,169,24,6,2022
Lower Feather River RST RR,6/19/2022,fishing,1484.65,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,170,24,6,2022
Lower Feather River RST RR,6/20/2022,fishing,2085.283333,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,171,25,6,2022
Lower Feather River RST RR,6/21/2022,fishing,765.2,0,FALSE,0.010659653,0.010659653,NA,0,0,0.010659653,172,25,6,2022
Lower Feather River RST RR,6/22/2022,fishing,1409.566667,0,FALSE,NA,NA,NA,NA,0,NA,173,25,6,2022
